,Month,Year,New Model-Combined (No Fixed Income),New Model-Cheapness (No Fixed Income),Relative Performance,SPY US Equity
0,1,2018,1.0261707524654582,1.054564600754714,-0.02839384828925584,1.0563591396331664
1,1,2019,1.1505303190466938,1.1336483276233436,0.01688199142335023,1.0800656207691588
2,1,2020,0.952679509095188,0.9623550970144166,-0.009675587919228623,0.999596097768453
3,1,2021,1.0174492695030455,1.0194627360881718,-0.0020134665851263556,0.9898095644179679
4,1,2022,0.906413421763941,0.9032998873837726,0.00311353438016837,0.9472587164600452
5,1,2023,1.1304307302061865,1.0818797493950478,0.04855098081113862,1.0628873257985587
6,1,2024,0.9414365467316292,1.004045031451519,-0.06260848471988978,1.0159264480060064
7,1,2025,1.0833713617770875,1.1077844046655339,-0.024413042888446368,1.026856401901771
8,2,2018,0.9400543685864018,0.9555685571018386,-0.015514188515436844,0.9636395887254885
9,2,2019,1.0244649551189988,1.010856525755476,0.0136084293635228,1.032415811651239
10,2,2020,0.8845589882708579,0.9606212889594077,-0.0760623006885498,0.9208342398587762
11,2,2021,0.9861459360303514,1.0084265059509703,-0.022280569920618887,1.0278055503015384
12,2,2022,0.9928717493202875,1.0071812748964346,-0.014309525576147064,0.9704829855478424
13,2,2023,0.9567693563818549,0.9401392315316414,0.016630124850213535,0.9748573116117765
14,2,2024,1.0834978381740403,1.070869192800411,0.012628645373629288,1.052186878711757
15,2,2025,0.9928906595635444,0.9686871010845722,0.024203558478972154,0.9873051742042576
16,3,2018,1.0048101940107772,0.9790078260968592,0.02580236791391799,0.9725844872599454
17,3,2019,1.033798867257382,1.0340624713564586,-0.00026360409907666416,1.0180789710091869
18,3,2020,0.6320390471155766,0.6989092442467043,-0.06687019713112774,0.8753574698624939
19,3,2021,0.9993045815086332,0.9718847088103608,0.027419872698272396,1.045405040554788
20,3,2022,0.9848728778550307,1.0508502257971954,-0.0659773479421647,1.037555570465982
21,3,2023,1.0557318553418478,0.9869472690100987,0.06878458633174911,1.037124942876118
22,3,2024,1.0662751226267695,1.0431217252234517,0.023153397403317788,1.032723895078728
23,3,2025,0.9369819706007256,0.9034680944569218,0.033513876143803856,0.9405735636117881
24,4,2018,1.0628586590660842,1.0216593908263305,0.04119926823975373,1.0051681551700857
25,4,2019,1.033711767585584,1.0145182528253756,0.019193514760208474,1.0408524498937661
26,4,2020,1.23590864239157,1.2054373276707466,0.030471314720823317,1.126983510986532
27,4,2021,0.9944754917525681,1.018054213561333,-0.02357872180876497,1.0529104532731446
28,4,2022,0.881439954617977,0.9287024940571589,-0.047262539439181905,0.9122309803615262
29,4,2023,1.0070418079299306,0.9838456887261806,0.023196119203749976,1.0159749872828143
30,4,2024,0.9394133704520634,0.9357256188092802,0.0036877516427832324,0.9596803487073676
31,5,2018,0.9909442255362898,1.0171973297920056,-0.02625310425571581,1.0243090998398574
32,5,2019,0.9196930693615839,0.9086869070431342,0.011006162318449753,0.9362288278823422
33,5,2020,1.0714748980732967,1.1076246294461627,-0.036149731372866034,1.0476452768142348
34,5,2021,0.9769536678036815,0.994281745670812,-0.01732807786713042,1.0065660196670478
35,5,2022,1.0014138242727475,1.051978220801672,-0.050564396528924416,1.0022572816278867
36,5,2023,0.9456382891039518,0.9404481078300672,0.005190181273884598,1.0046161612850124
37,5,2024,1.0223470864808715,1.07328696208434,-0.050939875603468465,1.0505797044133498
38,6,2018,0.9721890931515111,0.9662008524759002,0.00598824067561099,1.0057550564490454
39,6,2019,1.111622878357695,1.112494264767147,-0.0008713864094520574,1.0695926563697458
40,6,2020,1.1080599237192639,1.0540984993604432,0.053961424358820675,1.0177609178764753
41,6,2021,1.0263502457243365,0.9758121816405799,0.050538064083756606,1.0224727342935183
42,6,2022,0.9739831941690357,0.8830956436532258,0.09088755051580988,0.9175307252500403
43,6,2023,1.0876321207402317,1.0450354769802923,0.042596643759939434,1.0648141882243474
44,6,2024,1.0156943898768094,0.9920146116320715,0.02367977824473788,1.0352846903276371
45,7,2018,1.0435036515255844,1.0300224925121397,0.01348115901344471,1.0370465938794435
46,7,2019,0.9783425472849616,1.0274522696654549,-0.04910972238049327,1.0151194538276977
47,7,2020,1.0357680492076167,1.1159939926817373,-0.0802259434741206,1.0588922039076292
48,7,2021,0.9488327357893168,0.9546385169296245,-0.00580578114030772,1.0244124653557498
49,7,2022,1.0786222946478905,1.0721154457031687,0.006506848944721755,1.092087475092564
50,7,2023,1.084275662663586,1.0644989760151111,0.019776686648474984,1.0327332610559488
51,7,2024,1.0515423733509004,1.044711121579949,0.006831251770951452,1.0121090735456033
52,8,2018,0.9336917703858868,1.0146030979107783,-0.0809113275248915,1.0319198097219655
53,8,2019,0.9241875127502508,0.97736412664212,-0.05317661389186923,0.9832565644717522
54,8,2020,1.0730928678762908,1.0985615230562473,-0.025468655179956556,1.0697966434118649
55,8,2021,1.0054759978391359,1.0290398545107327,-0.023563856671596772,1.0297598686322171
56,8,2022,0.9897363253644548,1.0074851011528794,-0.017748775788424598,0.9591980388793143
57,8,2023,0.9536416787379389,0.9482036567533384,0.005438021984600527,0.9837480067690573
58,8,2024,1.0156276314583839,1.000310858820436,0.01531677263794795,1.0233655889170767
59,9,2018,1.0017343016252624,1.0085839461765804,-0.006849644551317979,1.0059483253713073
60,9,2019,1.0785477049357926,1.031886532738897,0.04666117219689547,1.019478935488007
61,9,2020,0.9389373226026727,1.0188909580506709,-0.07995363544799816,0.9626016924807699
62,9,2021,0.9784958085935775,0.9766937491051596,0.0018020594884179397,0.9534246848374242
63,9,2022,0.9202754553759307,0.9244618018521596,-0.004186346476228953,0.9075836113324518
64,9,2023,0.9153473456016955,0.9373672300270629,-0.022019884425367398,0.9526067049509229
65,9,2024,1.070519025421937,1.0932377356652934,-0.022718710243356366,1.0210091832305337
66,10,2018,0.9238309289801638,0.9266780959816184,-0.002847167001454598,0.9308957071864521
67,10,2019,1.0174621048212789,1.0263207059857082,-0.00885860116442938,1.0221046599941521
68,10,2020,1.0016301228828466,1.0298102942340281,-0.02818017135118156,0.9750664398152694
69,10,2021,1.0330904374448002,1.0511500704924925,-0.018059633047692314,1.0701635829971061
70,10,2022,0.9854205529218758,0.9657706532993998,0.019649899622475986,1.0812755474652822
71,10,2023,0.8805738896062572,0.9560336053616728,-0.07545971575541566,0.9782913819954843
72,10,2024,0.9949645774872209,1.0376086958715136,-0.04264411838429272,0.9910764082287118
73,11,2018,1.0040921214810905,1.0136427110524509,-0.009550589571360346,1.0185493106338612
74,11,2019,1.0294506043180485,0.9919022841817053,0.03754832013634313,1.0361982002102612
75,11,2020,1.135669931442989,1.147015129234826,-0.01134519779183707,1.1087768726476748
76,11,2021,0.9561391487266561,0.9643651786316303,-0.00822602990497423,0.9919651606943507
77,11,2022,1.184523482938017,1.1616676874756644,0.0228557954623525,1.0555915174325374
78,11,2023,1.1188276894687175,1.0822898607437286,0.0365378287249889,1.0913438546732406
79,11,2024,1.00353037649309,1.0297660909596942,-0.02623571446660411,1.0596335115822917
80,12,2018,0.9053548964249168,0.8984420684550225,0.006912827969894342,0.9120638965390847
81,12,2019,1.0818956255813066,1.0584451032180533,0.02345052236325329,1.0290335126217154
82,12,2020,1.0667725902682743,1.047385901759131,0.01938668850914338,1.0370659968860236
83,12,2021,1.017943827799794,1.0685559538929468,-0.05061212609315269,1.0462949517172144
84,12,2022,0.9203982884389168,0.9445617959508005,-0.024163507511883675,0.9424241949185337
85,12,2023,1.030049008643351,1.0062868926063764,0.023762116036974534,1.0456624876614549
86,12,2024,0.9338723367822619,0.9857622427871683,-0.051889906004906394,0.9759002413873463
